0	24964.99
1	22968.6
2	18100.41
3	17502.99
4	16538.19
5	15719.72
6	14504.07
7	10912.17
8	10905.06
9	10053.58
10	9720.77
11	9300.07
12	8518.26
13	8510.13
14	8011.5
15	8003.92
16	7700
17	7315.19
18	7280
19	6446.08
20	6275.06
21	6225.3
22	6148.4
23	6137.74
24	6130.68
25	5810.03
26	5751.2
27	5660.3
28	5618.1
29	5530.03
30	5319.88
31	5273.15
32	5100
33	5100
34	4619.84
35	4226.13
36	4212.5
37	4130.2
38	4016.84
39	4013.12
40	4000.01
41	3970
42	3781.93
43	3763.2
44	3655.53
45	3558.13
46	3517.06
47	3508.75
48	3502.48
49	3466.01
50	3450
51	3410.09
52	3406.5
53	3384.8
54	3382.12
55	3366.7
56	3240
57	3140.03
58	3133.38
59	3090.52
60	3080
61	3010.03
62	3001.57
63	2983.5
64	2891.16
65	2886.28
66	2875.02
67	2767.45
68	2757.8
69	2750
70	2745.09
71	2735.34
72	2709.02
73	2680
74	2663.62
75	2621.29
76	2601.57
77	2457.3
78	2455.2
79	2450
80	2445.6
81	2400.96
82	2355.33
83	2335.11
84	2326
85	2298.62
86	2240.02
87	2170.6
88	2168.34
89	2160.64
90	2155.91
91	2126.19
92	2095.99
93	2084.3
94	2082.38
95	2056
96	2030
97	2024.98
98	2012.07
99	1982.25
100	1973.87
101	1970.01
102	1943.37
103	1942.97
104	1902.68
105	1890.01
106	1884.48
107	1877.75
108	1877.27
109	1861.27
110	1850.01
111	1807.09
112	1803.93
113	1788.59
114	1738.45
115	1713.05
116	1705.78
117	1703.1
118	1700.33
119	1680.26
120	1670.8
121	1668.1
122	1655.16
123	1650.81
124	1630.3
125	1621.02
126	1613.2
127	1605.1
128	1604.84
129	1595.96
130	1590.5
131	1589.24
132	1529.9
133	1516.2
134	1500
135	1487.65
136	1480.73
137	1469.08
138	1461.35
139	1460
140	1446.13
141	1418.18
142	1388.46
143	1387
144	1365.3
145	1358.5
146	1357.5
147	1354.41
148	1353.67
149	1353.4
150	1342.55
151	1339.51
152	1333.64
153	1328.52
154	1314.72
155	1305.7
156	1301.2
157	1300
158	1291.38
159	1285
160	1273.25
161	1272.2
162	1270.7
163	1270.4
164	1267.9
165	1267.4
166	1266.25
167	1260.55
168	1256
169	1253.1
170	1245.7
171	1236
172	1235.8
173	1235
174	1222.3
175	1201.08
176	1200.02
177	1198.63
178	1198.58
179	1186.3
180	1173.54
181	1161.28
182	1161.1
183	1160
184	1160
185	1149.98
186	1146.2
187	1143.4
188	1143.11
189	1139
190	1137.1
191	1131.62
192	1105.14
193	1102.34
194	1094.7
195	1078.59
196	1064.83
197	1060
198	1052
199	1046.12
200	1040.2
201	1035
202	1034.45
203	1029.86
204	1025
205	1005.6
206	1002.6
207	992.85
208	990.5
209	980.35
210	971.5
211	955.8
212	955.09
213	946.8
214	944.42
215	942.6
216	925.18
217	915.81
218	913.77
219	912.39
220	910.1
221	910
222	902.91
223	901.1
224	892.1
225	887.43
226	886.06
227	865.2
228	811.55
229	810.1
230	810.08
231	806
232	801.65
233	785
234	780
235	780
236	780
237	772.46
238	772.06
239	770.89
240	770.6
241	763
242	760.4
243	755
244	750.06
245	745
246	730
247	721.3
248	720
249	715.42
250	713.23
251	710.07
252	709.2
253	690.15
254	682.82
255	680
256	670.8
257	670.1
258	670
259	639.26
260	625.41
261	621.83
262	620.72
263	618.03
264	610
265	609.82
266	609.43
267	605.43
268	598.85
269	590
270	560.08
271	560
272	560
273	557.7
274	552
275	544.7
276	540
277	530.6
278	530
279	517.72
280	514.7
281	514.4
282	502.31
283	502.1
284	502.03
285	501.34
286	497.19
287	494.41
288	482.4
289	468.11
290	447.8
291	447.7
292	442.03
293	440
294	439.85
295	435.02
296	433.3
297	416.2
298	403.9
299	389.46
300	384.4
301	373.53
302	356
303	343.1
304	335.9
305	324.54
306	322.58
307	316.6
308	310
309	304.92
310	292.3
311	290
312	290
313	271.13
314	266
315	250.15
316	248.2
317	233.86
318	231.8
319	224.5
320	220
321	217.57
322	217
323	212.7
324	195
325	168
326	161.1
327	140.2
328	136
329	134.9
330	126.54
331	115
332	113
333	105
334	101.5
335	95.9
336	94.86
337	72.75
338	60.55
339	37.4
340	35.66
341	22.5
